Vardas      Pavarde     ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9       ND10      Egz.      
Vardas5089  Pavarde5089 2         5         10        7         4         8         6         3         1         1         0         
Vardas5090  Pavarde5090 1         0         4         6         6         5         10        1         9         7         7         
Vardas5091  Pavarde5091 4         8         10        8         3         6         2         5         4         9         5         
Vardas5092  Pavarde5092 5         6         5         1         10        8         9         6         0         7         9         
Vardas5093  Pavarde5093 8         2         6         10        7         3         4         5         1         0         5         
Vardas5094  Pavarde5094 10        7         8         10        7         1         0         7         0         0         8         
Vardas5095  Pavarde5095 3         5         1         4         10        0         2         0         4         2         0         
Vardas5096  Pavarde5096 0         1         8         5         2         8         10        0         3         6         1         
Vardas5097  Pavarde5097 9         5         6         6         5         6         3         1         4         8         3         
Vardas5098  Pavarde5098 8         3         10        7         2         4         10        8         10        7         3         
Vardas5099  Pavarde5099 3         5         3         0         10        3         9         10        4         0         0         
Vardas5100  Pavarde5100 1         5         4         10        7         5         1         3         2         8         4         
Vardas5101  Pavarde5101 6         6         8         5         8         10        3         9         5         2         10        
Vardas5102  Pavarde5102 2         2         1         6         0         10        3         4         2         1         2         
Vardas5103  Pavarde5103 8         10        3         4         10        3         1         7         8         1         0         
Vardas5104  Pavarde5104 2         1         1         7         2         7         5         2         3         7         2         
Vardas5105  Pavarde5105 8         10        8         10        10        0         7         1         7         1         0         
Vardas5106  Pavarde5106 10        4         4         8         6         2         1         1         9         4         10        
Vardas5107  Pavarde5107 3         5         10        2         1         2         7         8         7         3         0         
Vardas5108  Pavarde5108 2         7         10        10        8         10        0         7         6         5         10        
Vardas5109  Pavarde5109 10        0         5         1         3         1         7         10        6         10        2         
Vardas5110  Pavarde5110 7         6         2         8         2         5         5         10        3         2         4         
Vardas5111  Pavarde5111 7         8         5         0         9         0         6         1         5         7         7         
Vardas5112  Pavarde5112 0         8         10        7         0         4         10        4         6         0         9         
Vardas5113  Pavarde5113 5         8         2         10        5         0         3         8         3         7         5         
Vardas5114  Pavarde5114 0         8         9         8         0         2         0         7         0         1         0         
Vardas5115  Pavarde5115 0         4         7         8         6         10        6         1         2         10        6         
Vardas5116  Pavarde5116 5         9         9         2         2         1         0         7         5         9         1         
Vardas5117  Pavarde5117 2         1         5         9         10        6         8         4         1         0         8         
Vardas5118  Pavarde5118 2         8         6         6         2         0         2         3         5         5         2         
Vardas5119  Pavarde5119 9         1         3         8         4         8         3         0         0         3         10        
Vardas5120  Pavarde5120 10        9         1         6         3         8         6         1         8         10        1         
Vardas5121  Pavarde5121 2         5         2         5         3         2         0         1         4         4         2         
Vardas5122  Pavarde5122 2         6         9         2         9         3         3         2         6         1         1         
Vardas5123  Pavarde5123 1         3         6         9         10        5         9         4         4         6         3         
Vardas5124  Pavarde5124 3         4         6         3         9         5         4         7         2         4         8         
Vardas5125  Pavarde5125 2         2         0         3         6         6         0         0         10        2         6         
Vardas5126  Pavarde5126 8         6         8         8         6         8         10        4         2         3         10        
Vardas5127  Pavarde5127 2         0         5         10        0         3         6         6         9         7         0         
Vardas5128  Pavarde5128 4         3         10        3         0         0         3         8         2         0         7         
Vardas5129  Pavarde5129 10        1         8         7         4         6         1         2         6         5         0         
Vardas5130  Pavarde5130 6         7         2         9         0         2         6         3         7         5         5         
Vardas5131  Pavarde5131 8         6         2         0         2         2         5         8         0         1         2         
Vardas5132  Pavarde5132 4         0         9         3         5         5         6         1         2         4         2         
Vardas5133  Pavarde5133 3         7         0         7         10        3         10        3         10        7         6         
Vardas5134  Pavarde5134 6         7         10        10        9         3         3         0         9         7         9         
Vardas5135  Pavarde5135 6         4         9         4         1         4         2         0         0         2         0         
Vardas5136  Pavarde5136 4         0         7         9         1         8         9         10        5         9         3         
Vardas5137  Pavarde5137 10        4         5         10        1         2         9         6         10        5         8         
Vardas5138  Pavarde5138 2         5         5         4         3         0         6         1         6         4         4         
Vardas5139  Pavarde5139 5         0         0         2         5         6         9         5         9         2         5         
Vardas5140  Pavarde5140 0         4         6         1         4         3         9         1         3         0         4         
Vardas5141  Pavarde5141 5         4         3         0         5         1         8         0         10        10        2         
Vardas5142  Pavarde5142 9         8         3         4         4         1         3         6         0         9         5         
Vardas5143  Pavarde5143 7         6         3         5         10        0         8         8         3         4         5         
Vardas5144  Pavarde5144 8         5         0         10        3         4         3         0         4         2         9         
Vardas5145  Pavarde5145 8         7         7         4         10        6         5         8         10        6         2         
Vardas5146  Pavarde5146 9         6         4         8         4         0         0         4         1         7         4         
Vardas5147  Pavarde5147 6         6         2         6         7         1         2         0         10        8         5         
Vardas5148  Pavarde5148 1         2         0         7         1         1         3         5         3         2         1         
Vardas5149  Pavarde5149 10        0         8         0         4         6         6         5         2         1         9         
Vardas5150  Pavarde5150 10        5         9         5         5         0         6         7         9         5         1         
Vardas5151  Pavarde5151 5         1         8         10        4         10        3         6         5         10        1         
Vardas5152  Pavarde5152 6         6         10        8         1         3         1         6         0         9         0         
Vardas5153  Pavarde5153 6         7         0         9         5         3         4         10        2         10        9         
Vardas5154  Pavarde5154 10        3         8         0         5         10        6         4         7         3         0         
Vardas5155  Pavarde5155 4         7         8         9         1         10        10        9         6         8         6         
Vardas5156  Pavarde5156 1         5         0         3         3         7         6         2         1         2         9         
Vardas5157  Pavarde5157 6         0         8         10        4         3         0         5         10        6         4         
Vardas5158  Pavarde5158 0         2         10        0         0         6         0         3         7         3         1         
Vardas5159  Pavarde5159 4         2         7         0         0         5         8         9         4         8         8         
Vardas5160  Pavarde5160 7         6         4         10        4         6         6         1         8         2         2         
Vardas5161  Pavarde5161 6         10        10        10        4         6         0         5         8         10        7         
Vardas5162  Pavarde5162 0         9         4         7         9         4         1         8         10        0         0         
Vardas5163  Pavarde5163 4         10        5         9         4         6         5         8         6         8         6         
Vardas5164  Pavarde5164 10        3         6         9         10        5         6         7         4         1         0         
Vardas5165  Pavarde5165 1         5         3         10        3         3         6         10        5         5         0         
Vardas5166  Pavarde5166 3         5         5         9         7         8         2         4         9         7         7         
Vardas5167  Pavarde5167 5         1         9         4         3         0         0         0         1         4         8         
Vardas5168  Pavarde5168 3         5         10        10        6         4         4         1         6         7         2         
Vardas5169  Pavarde5169 7         6         1         0         9         8         9         3         8         6         3         
Vardas5170  Pavarde5170 0         7         6         8         0         3         0         8         9         10        0         
Vardas5171  Pavarde5171 6         6         4         3         3         9         3         6         6         1         3         
Vardas5172  Pavarde5172 10        9         4         2         0         5         10        8         3         7         3         
Vardas5173  Pavarde5173 1         1         7         4         8         1         0         1         9         9         5         
Vardas5174  Pavarde5174 7         0         9         1         7         8         5         4         3         1         2         
Vardas5175  Pavarde5175 5         7         7         8         6         5         8         8         9         2         4         
Vardas5176  Pavarde5176 6         7         10        7         5         5         6         5         2         0         10        
Vardas5177  Pavarde5177 2         2         2         9         6         9         8         10        4         6         4         
Vardas5178  Pavarde5178 5         7         1         2         5         10        9         1         4         4         9         
Vardas5179  Pavarde5179 2         3         1         1         4         5         1         4         7         6         10        
Vardas5180  Pavarde5180 5         0         7         9         5         10        1         9         4         3         4         
Vardas5181  Pavarde5181 10        9         3         2         8         4         1         5         2         8         5         
Vardas5182  Pavarde5182 9         4         5         10        0         7         2         4         0         6         0         
Vardas5183  Pavarde5183 4         7         4         5         9         7         5         3         2         6         0         
Vardas5184  Pavarde5184 0         3         10        5         5         7         2         5         3         1         9         
Vardas5185  Pavarde5185 3         6         7         1         4         0         3         4         0         2         2         
Vardas5186  Pavarde5186 9         1         8         10        3         0         10        0         3         4         10        
Vardas5187  Pavarde5187 4         8         9         2         9         8         4         6         10        6         6         
Vardas5188  Pavarde5188 2         3         8         2         6         8         6         5         2         6         5         
Vardas5189  Pavarde5189 10        3         0         7         7         10        3         4         6         8         7         
Vardas5190  Pavarde5190 5         8         1         8         4         8         7         9         10        7         7         
Vardas5191  Pavarde5191 7         4         10        8         2         5         1         10        10        1         8         
Vardas5192  Pavarde5192 5         0         10        8         3         3         10        0         9         8         7         
Vardas5193  Pavarde5193 9         2         1         3         2         10        0         6         1         6         2         
Vardas5194  Pavarde5194 7         8         6         8         7         8         9         9         9         3         7         
Vardas5195  Pavarde5195 7         5         5         6         0         4         2         8         9         3         2         
Vardas5196  Pavarde5196 0         5         1         8         7         2         5         6         7         10        1         
Vardas5197  Pavarde5197 4         8         10        8         7         7         0         1         3         2         7         
Vardas5198  Pavarde5198 5         2         1         5         5         4         10        4         5         2         1         
Vardas5199  Pavarde5199 10        8         1         2         7         9         3         8         8         6         10        
Vardas5200  Pavarde5200 7         4         9         5         1         6         3         7         4         3         8         
Vardas5201  Pavarde5201 1         10        7         5         0         0         9         6         9         2         4         
Vardas5202  Pavarde5202 8         0         4         7         2         9         8         4         4         10        2         
Vardas5203  Pavarde5203 3         4         6         5         9         5         0         0         5         0         5         
Vardas5204  Pavarde5204 2         2         6         6         9         1         6         5         8         3         7         
Vardas5205  Pavarde5205 0         5         0         8         7         7         9         2         6         10        5         
Vardas5206  Pavarde5206 3         5         4         1         2         1         7         10        0         1         1         
Vardas5207  Pavarde5207 7         10        2         2         2         6         1         8         1         6         1         
Vardas5208  Pavarde5208 6         2         3         2         4         4         0         4         2         7         5         
Vardas5209  Pavarde5209 3         2         2         0         6         3         0         2         6         1         10        
Vardas5210  Pavarde5210 4         3         10        3         4         2         1         10        9         7         1         
Vardas5211  Pavarde5211 7         0         6         6         4         2         2         3         0         7         8         
Vardas5212  Pavarde5212 8         10        10        10        6         1         7         7         8         0         8         
Vardas5213  Pavarde5213 0         1         10        6         4         8         5         2         4         4         3         
Vardas5214  Pavarde5214 6         5         8         7         4         9         9         9         3         9         9         
Vardas5215  Pavarde5215 5         5         10        5         9         9         7         5         3         6         5         
Vardas5216  Pavarde5216 8         7         7         0         9         2         6         9         1         10        4         
Vardas5217  Pavarde5217 9         0         2         5         10        6         8         9         0         5         2         
Vardas5218  Pavarde5218 2         0         1         10        5         4         10        4         2         0         2         
Vardas5219  Pavarde5219 5         10        10        6         5         5         7         5         10        0         2         
Vardas5220  Pavarde5220 3         10        1         1         2         3         8         5         3         7         2         
Vardas5221  Pavarde5221 9         7         7         7         10        1         8         2         9         8         4         
Vardas5222  Pavarde5222 6         3         10        9         7         1         9         4         7         7         6         
Vardas5223  Pavarde5223 3         8         0         5         8         8         6         9         5         1         10        
Vardas5224  Pavarde5224 3         10        9         2         6         7         3         10        7         10        5         
Vardas5225  Pavarde5225 10        8         2         2         0         2         3         3         5         0         10        
Vardas5226  Pavarde5226 5         3         5         10        10        3         8         9         5         6         4         
Vardas5227  Pavarde5227 9         7         5         4         10        10        4         6         2         9         9         
Vardas5228  Pavarde5228 1         9         4         7         1         3         1         7         8         6         9         
Vardas5229  Pavarde5229 5         2         7         3         10        9         9         4         3         4         4         
Vardas5230  Pavarde5230 5         0         6         4         5         3         10        6         0         9         9         
Vardas5231  Pavarde5231 0         3         5         0         7         7         7         4         1         4         2         
Vardas5232  Pavarde5232 8         1         1         6         0         0         4         6         8         0         4         
Vardas5233  Pavarde5233 4         3         3         9         8         6         7         8         10        5         2         
Vardas5234  Pavarde5234 9         9         7         4         9         1         1         10        3         10        3         
Vardas5235  Pavarde5235 5         0         5         0         0         3         7         2         6         5         10        
Vardas5236  Pavarde5236 7         7         4         6         0         7         2         9         8         2         4         
Vardas5237  Pavarde5237 2         4         2         9         8         6         4         0         10        3         7         
Vardas5238  Pavarde5238 4         4         0         6         2         1         2         7         9         7         2         
Vardas5239  Pavarde5239 5         7         8         3         1         10        4         4         9         10        8         
Vardas5240  Pavarde5240 1         8         1         10        3         2         2         0         0         1         2         
Vardas5241  Pavarde5241 7         1         10        6         0         10        8         0         3         0         10        
Vardas5242  Pavarde5242 8         5         4         8         8         4         6         8         6         10        7         
Vardas5243  Pavarde5243 1         10        2         0         2         0         4         10        0         6         1         
Vardas5244  Pavarde5244 8         3         1         9         10        7         7         7         10        8         6         
Vardas5245  Pavarde5245 5         2         0         8         7         2         9         9         10        1         1         
Vardas5246  Pavarde5246 0         2         5         5         0         5         8         5         4         9         10        
Vardas5247  Pavarde5247 3         3         7         6         3         1         4         3         5         1         5         
Vardas5248  Pavarde5248 10        5         5         6         5         1         4         0         3         6         6         
Vardas5249  Pavarde5249 2         8         4         9         5         1         1         2         6         4         6         
Vardas5250  Pavarde5250 3         8         6         2         8         3         10        0         2         6         9         
Vardas5251  Pavarde5251 1         9         3         4         2         7         3         5         9         0         7         
Vardas5252  Pavarde5252 6         4         8         0         8         3         7         5         2         1         2         
Vardas5253  Pavarde5253 4         2         5         8         9         7         6         0         4         4         8         
Vardas5254  Pavarde5254 0         10        6         4         10        1         9         8         9         0         4         
Vardas5255  Pavarde5255 4         2         2         6         2         0         3         5         2         0         8         
Vardas5256  Pavarde5256 10        1         8         9         2         6         5         9         7         8         5         
Vardas5257  Pavarde5257 7         0         8         4         5         8         3         8         7         10        3         
Vardas5258  Pavarde5258 10        4         7         6         7         0         6         1         5         9         10        
Vardas5259  Pavarde5259 8         10        7         7         4         5         5         5         3         3         6         
Vardas5260  Pavarde5260 8         10        10        6         6         10        7         8         9         2         2         
Vardas5261  Pavarde5261 6         10        1         5         2         4         5         3         8         8         8         
Vardas5262  Pavarde5262 9         2         1         0         3         3         3         5         5         6         8         
Vardas5263  Pavarde5263 6         2         5         8         10        9         8         1         7         7         3         
Vardas5264  Pavarde5264 6         1         4         10        9         2         9         6         9         3         8         
Vardas5265  Pavarde5265 7         6         5         7         7         10        8         8         0         3         8         
Vardas5266  Pavarde5266 1         1         1         2         0         9         7         2         9         5         10        
Vardas5267  Pavarde5267 5         2         8         9         4         6         5         10        0         3         8         
Vardas5268  Pavarde5268 5         9         7         5         1         7         9         5         7         6         0         
Vardas5269  Pavarde5269 8         0         4         1         4         6         7         2         3         1         10        
Vardas5270  Pavarde5270 6         6         5         3         6         3         9         6         4         8         0         
Vardas5271  Pavarde5271 8         7         3         7         1         3         2         1         4         4         1         
Vardas5272  Pavarde5272 6         9         7         4         9         2         3         0         9         10        9         
Vardas5273  Pavarde5273 8         0         3         9         1         3         1         3         4         8         8         
Vardas5274  Pavarde5274 3         6         6         1         6         10        4         9         1         3         5         
Vardas5275  Pavarde5275 8         1         2         0         0         9         5         5         8         3         4         
Vardas5276  Pavarde5276 6         2         2         8         3         6         7         7         1         9         7         
Vardas5277  Pavarde5277 0         1         10        7         9         7         8         7         3         8         10        
Vardas5278  Pavarde5278 9         8         1         6         2         8         7         0         2         8         6         
Vardas5279  Pavarde5279 9         6         3         7         9         4         4         10        0         3         1         
Vardas5280  Pavarde5280 3         10        8         5         9         1         5         9         5         10        8         
Vardas5281  Pavarde5281 4         8         9         10        1         2         6         2         8         4         7         
Vardas5282  Pavarde5282 1         5         8         1         9         6         6         8         8         3         3         
Vardas5283  Pavarde5283 1         6         0         6         3         5         9         9         9         10        10        
Vardas5284  Pavarde5284 3         5         0         3         8         7         4         7         9         6         6         
Vardas5285  Pavarde5285 1         8         7         6         7         3         5         2         2         8         0         
Vardas5286  Pavarde5286 0         9         9         8         2         3         0         9         3         9         6         
Vardas5287  Pavarde5287 9         6         2         3         1         4         2         2         6         9         1         
Vardas5288  Pavarde5288 9         1         8         9         6         0         2         1         10        2         7         
Vardas5289  Pavarde5289 1         3         0         1         7         4         6         3         6         0         1         
Vardas5290  Pavarde5290 4         10        10        10        5         8         5         4         5         3         5         
Vardas5291  Pavarde5291 1         4         6         7         4         3         4         3         7         9         2         
Vardas5292  Pavarde5292 3         3         2         0         5         4         8         6         7         1         2         
Vardas5293  Pavarde5293 2         7         5         3         0         2         9         9         2         3         1         
Vardas5294  Pavarde5294 7         9         7         8         8         6         7         2         9         2         8         
Vardas5295  Pavarde5295 4         9         0         8         5         7         5         3         6         6         0         
Vardas5296  Pavarde5296 6         0         10        2         7         4         1         10        6         9         1         
Vardas5297  Pavarde5297 1         8         5         2         8         7         5         8         6         10        0         
Vardas5298  Pavarde5298 9         2         10        7         5         5         10        4         10        1         2         
Vardas5299  Pavarde5299 4         3         10        5         5         6         9         2         2         3         1         
Vardas5300  Pavarde5300 1         4         1         5         2         6         6         0         1         5         0         
Vardas5301  Pavarde5301 5         6         6         2         2         5         0         4         3         8         2         
Vardas5302  Pavarde5302 4         4         1         6         10        6         10        5         10        4         1         
Vardas5303  Pavarde5303 2         10        10        1         8         1         0         8         7         0         4         
Vardas5304  Pavarde5304 7         4         5         8         6         9         3         5         7         9         8         
Vardas5305  Pavarde5305 0         6         9         2         0         7         0         1         7         4         0         
Vardas5306  Pavarde5306 10        4         5         5         10        4         3         6         2         6         1         
Vardas5307  Pavarde5307 2         4         8         10        6         1         1         5         4         2         0         
Vardas5308  Pavarde5308 2         4         10        6         2         5         1         4         5         2         2         
Vardas5309  Pavarde5309 10        4         3         6         5         4         5         9         5         8         9         
Vardas5310  Pavarde5310 3         2         4         1         0         0         1         6         10        10        2         
Vardas5311  Pavarde5311 4         8         10        9         6         9         3         8         2         9         0         
Vardas5312  Pavarde5312 0         3         5         0         7         9         2         9         8         6         6         
Vardas5313  Pavarde5313 6         0         6         4         10        10        10        4         8         5         5         
Vardas5314  Pavarde5314 7         6         5         5         1         6         5         8         3         5         8         
Vardas5315  Pavarde5315 4         5         3         0         2         3         1         4         6         6         0         
Vardas5316  Pavarde5316 7         4         0         4         0         7         5         9         1         5         0         
Vardas5317  Pavarde5317 10        5         4         7         10        0         10        5         6         9         0         
Vardas5318  Pavarde5318 9         10        0         7         10        8         10        8         4         9         8         
Vardas5319  Pavarde5319 10        7         1         4         8         1         4         2         4         8         5         
Vardas5320  Pavarde5320 3         9         10        8         7         9         7         5         9         7         5         
Vardas5321  Pavarde5321 2         0         0         6         2         8         9         10        10        2         1         
Vardas5322  Pavarde5322 10        5         10        7         4         6         1         3         10        9         1         
Vardas5323  Pavarde5323 6         5         3         1         8         3         2         4         2         9         7         
Vardas5324  Pavarde5324 8         10        2         0         4         10        0         8         6         1         6         
Vardas5325  Pavarde5325 3         8         1         5         4         0         8         0         1         6         6         
Vardas5326  Pavarde5326 3         1         9         4         5         7         1         5         8         5         7         
Vardas5327  Pavarde5327 8         8         4         2         3         2         1         2         9         7         8         
Vardas5328  Pavarde5328 0         10        2         2         7         4         9         0         3         8         6         
Vardas5329  Pavarde5329 7         8         7         2         0         7         9         4         2         7         2         
Vardas5330  Pavarde5330 7         9         0         6         0         5         8         9         4         7         2         
Vardas5331  Pavarde5331 10        7         8         4         1         3         7         0         8         1         8         
Vardas5332  Pavarde5332 6         5         3         1         1         6         1         0         4         5         10        
Vardas5333  Pavarde5333 7         7         2         9         5         6         10        9         2         7         8         
Vardas5334  Pavarde5334 1         4         9         10        0         5         5         10        7         3         2         
Vardas5335  Pavarde5335 2         7         8         3         5         10        2         1         5         6         1         
Vardas5336  Pavarde5336 9         6         7         5         6         9         0         10        9         7         6         
Vardas5337  Pavarde5337 9         7         2         9         7         7         4         10        0         6         4         
Vardas5338  Pavarde5338 5         2         3         2         7         10        6         10        0         4         6         
Vardas5339  Pavarde5339 2         8         2         4         7         3         2         4         7         9         3         
Vardas5340  Pavarde5340 0         4         0         6         6         8         3         5         0         6         5         
Vardas5341  Pavarde5341 0         1         0         3         7         10        3         3         10        10        2         
Vardas5342  Pavarde5342 7         9         2         8         5         5         0         2         5         6         4         
Vardas5343  Pavarde5343 4         10        3         0         6         9         7         4         9         6         2         
Vardas5344  Pavarde5344 1         1         4         3         4         5         3         8         9         6         3         
Vardas5345  Pavarde5345 10        7         7         9         9         4         10        3         8         2         1         
Vardas5346  Pavarde5346 5         2         7         2         10        10        4         1         0         5         7         
Vardas5347  Pavarde5347 0         3         3         5         5         10        3         9         6         1         9         
Vardas5348  Pavarde5348 1         0         8         9         4         9         5         4         1         6         8         
Vardas5349  Pavarde5349 3         4         3         5         1         9         10        7         7         1         5         
Vardas5350  Pavarde5350 3         3         3         7         8         3         10        10        6         0         6         
Vardas5351  Pavarde5351 1         0         5         2         10        2         8         8         4         5         7         
Vardas5352  Pavarde5352 7         8         0         6         9         10        2         6         0         6         7         
Vardas5353  Pavarde5353 9         6         6         0         2         9         1         7         6         4         9         
Vardas5354  Pavarde5354 9         2         7         6         8         3         1         2         4         7         0         
Vardas5355  Pavarde5355 9         6         2         5         9         3         8         10        2         2         8         
Vardas5356  Pavarde5356 7         10        5         0         9         5         8         0         9         7         9         
Vardas5357  Pavarde5357 1         0         2         8         0         9         6         8         0         10        7         
Vardas5358  Pavarde5358 5         2         7         6         6         10        6         0         10        0         6         
Vardas5359  Pavarde5359 5         8         7         6         9         6         6         6         3         9         3         
Vardas5360  Pavarde5360 5         7         0         6         1         9         3         0         0         1         0         
Vardas5361  Pavarde5361 3         10        6         10        9         8         4         4         8         9         9         
Vardas5362  Pavarde5362 4         3         10        10        10        4         8         4         10        2         4         
Vardas5363  Pavarde5363 9         3         8         8         1         7         7         2         5         4         8         
Vardas5364  Pavarde5364 5         1         7         1         4         6         1         0         4         10        8         
Vardas5365  Pavarde5365 9         4         0         4         9         5         4         8         6         3         1         
Vardas5366  Pavarde5366 10        2         2         1         3         8         1         2         8         4         9         
Vardas5367  Pavarde5367 0         8         3         4         0         6         4         0         6         9         3         
Vardas5368  Pavarde5368 0         4         6         10        3         2         3         6         5         5         1         
Vardas5369  Pavarde5369 8         6         3         8         3         8         2         8         0         5         0         
Vardas5370  Pavarde5370 2         9         10        6         7         1         3         6         10        6         9         
Vardas5371  Pavarde5371 8         5         7         0         5         5         4         9         1         2         7         
Vardas5372  Pavarde5372 4         7         0         2         3         1         1         6         1         3         4         
Vardas5373  Pavarde5373 4         0         2         9         9         7         10        8         5         9         7         
Vardas5374  Pavarde5374 3         6         4         0         3         9         0         4         9         0         8         
Vardas5375  Pavarde5375 4         3         5         6         4         6         1         2         3         0         4         
Vardas5376  Pavarde5376 2         10        7         6         0         10        0         0         1         4         2         
Vardas5377  Pavarde5377 3         9         7         4         2         8         7         1         9         5         10        
Vardas5378  Pavarde5378 2         9         0         1         5         0         0         5         1         4         5         
Vardas5379  Pavarde5379 6         0         10        3         2         2         10        0         10        10        3         
Vardas5380  Pavarde5380 1         6         10        0         10        1         5         2         1         9         10        
Vardas5381  Pavarde5381 0         9         2         10        5         0         7         3         8         7         5         
Vardas5382  Pavarde5382 5         10        0         3         10        0         10        10        0         1         8         
Vardas5383  Pavarde5383 2         10        5         8         3         7         2         5         8         6         0         
Vardas5384  Pavarde5384 5         1         1         9         5         7         2         10        1         6         4         
Vardas5385  Pavarde5385 10        8         0         3         1         2         9         1         2         7         0         
Vardas5386  Pavarde5386 0         5         10        7         9         7         3         0         9         5         3         
Vardas5387  Pavarde5387 0         10        3         4         9         1         2         4         10        0         1         
Vardas5388  Pavarde5388 1         8         4         9         5         8         6         1         7         1         6         
Vardas5389  Pavarde5389 8         1         6         1         7         6         6         9         0         1         2         
Vardas5390  Pavarde5390 3         2         0         8         3         10        4         10        7         7         9         
Vardas5391  Pavarde5391 7         1         0         3         6         4         1         9         1         3         1         
Vardas5392  Pavarde5392 3         9         8         10        2         0         9         6         5         2         6         
Vardas5393  Pavarde5393 3         6         7         9         5         10        10        0         7         8         5         
Vardas5394  Pavarde5394 4         3         4         10        8         8         0         7         0         5         9         
Vardas5395  Pavarde5395 0         5         6         5         1         6         6         1         4         3         0         
Vardas5396  Pavarde5396 4         9         6         1         8         9         0         5         6         9         7         
Vardas5397  Pavarde5397 4         7         10        7         2         9         10        3         5         4         7         
Vardas5398  Pavarde5398 10        2         3         7         0         8         0         1         10        4         0         
Vardas5399  Pavarde5399 1         2         0         1         5         3         9         7         10        5         7         
Vardas5400  Pavarde5400 9         8         6         1         0         10        6         10        4         8         9         
Vardas5401  Pavarde5401 0         3         9         7         7         0         0         5         6         1         9         
Vardas5402  Pavarde5402 6         5         10        1         2         1         8         8         1         9         2         
Vardas5403  Pavarde5403 0         2         4         4         2         0         5         5         10        6         3         
Vardas5404  Pavarde5404 6         10        2         9         2         9         10        5         1         7         9         
Vardas5405  Pavarde5405 7         5         0         3         1         3         0         9         6         7         1         
Vardas5406  Pavarde5406 10        6         1         1         1         9         3         8         3         2         9         
Vardas5407  Pavarde5407 5         7         10        8         8         1         0         0         1         5         7         
Vardas5408  Pavarde5408 2         10        6         9         2         2         5         3         5         5         1         
Vardas5409  Pavarde5409 8         10        0         2         7         1         5         2         2         5         3         
Vardas5410  Pavarde5410 4         5         10        10        9         3         5         3         5         7         2         
Vardas5411  Pavarde5411 7         1         4         2         2         10        5         10        8         9         2         
Vardas5412  Pavarde5412 3         3         7         4         4         1         1         2         3         5         3         
Vardas5413  Pavarde5413 8         0         0         5         4         6         4         10        7         1         1         
Vardas5414  Pavarde5414 8         6         6         3         10        5         3         6         9         0         2         
Vardas5415  Pavarde5415 10        7         9         4         2         10        7         10        0         5         4         
Vardas5416  Pavarde5416 5         6         4         8         2         7         5         10        6         7         1         
Vardas5417  Pavarde5417 3         0         6         10        10        3         4         0         5         1         10        
Vardas5418  Pavarde5418 1         4         2         2         1         5         4         6         3         6         9         
Vardas5419  Pavarde5419 6         10        9         7         9         1         2         1         0         10        6         
