Vardas      Pavarde     ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9       ND10      Egz.      
Vardas773   Pavarde773  8         9         2         5         6         7         5         9         7         7         4         
Vardas774   Pavarde774  8         5         7         6         4         8         8         4         10        4         1         
Vardas775   Pavarde775  3         7         0         2         8         6         3         10        10        2         4         
Vardas776   Pavarde776  6         8         2         2         9         6         3         4         4         7         3         
Vardas777   Pavarde777  6         2         7         8         8         10        4         1         8         2         0         
Vardas778   Pavarde778  4         6         1         7         3         7         8         4         1         2         2         
Vardas779   Pavarde779  6         5         8         3         8         2         9         10        7         2         4         
Vardas780   Pavarde780  3         5         5         1         6         2         8         7         1         5         10        
Vardas781   Pavarde781  6         2         5         1         4         4         2         0         8         7         4         
Vardas782   Pavarde782  5         8         9         6         7         0         0         3         9         4         1         
Vardas783   Pavarde783  3         6         0         0         9         3         10        8         4         1         8         
Vardas784   Pavarde784  6         2         9         7         2         3         10        6         1         9         6         
Vardas785   Pavarde785  5         8         9         9         10        8         8         7         3         1         9         
Vardas786   Pavarde786  2         6         0         1         10        0         9         6         8         3         2         
Vardas787   Pavarde787  4         2         10        10        10        2         3         7         0         9         5         
Vardas788   Pavarde788  1         5         3         4         1         1         6         7         8         5         10        
Vardas789   Pavarde789  6         3         8         3         9         6         2         1         10        2         6         
Vardas790   Pavarde790  10        7         3         2         8         4         7         10        1         10        1         
Vardas791   Pavarde791  0         1         1         3         0         9         3         3         5         9         2         
Vardas792   Pavarde792  7         0         6         5         6         7         0         5         8         7         1         
Vardas793   Pavarde793  1         2         7         6         0         4         3         0         2         1         8         
Vardas794   Pavarde794  5         2         6         3         0         5         8         10        1         3         9         
Vardas795   Pavarde795  9         2         0         4         7         2         7         1         9         2         4         
Vardas796   Pavarde796  3         2         0         1         4         5         3         6         8         4         2         
Vardas797   Pavarde797  3         3         7         10        10        4         0         1         9         1         1         
Vardas798   Pavarde798  8         6         0         9         1         6         8         3         3         1         9         
Vardas799   Pavarde799  9         1         8         0         6         3         3         1         10        1         2         
Vardas800   Pavarde800  9         5         10        10        4         5         2         8         5         3         5         
Vardas801   Pavarde801  9         10        3         5         8         1         6         2         1         7         8         
Vardas802   Pavarde802  8         3         1         4         1         5         1         4         7         6         9         
Vardas803   Pavarde803  10        5         0         4         1         4         8         1         5         7         0         
Vardas804   Pavarde804  4         2         1         10        10        6         8         9         4         3         6         
Vardas805   Pavarde805  3         3         5         1         5         4         2         4         3         8         10        
Vardas806   Pavarde806  7         7         6         0         5         7         2         7         3         10        0         
Vardas807   Pavarde807  1         6         9         8         10        6         2         8         1         2         9         
Vardas808   Pavarde808  5         1         2         2         10        10        5         10        7         10        8         
Vardas809   Pavarde809  2         7         5         4         6         2         4         3         4         4         8         
Vardas810   Pavarde810  5         2         3         1         1         6         7         2         0         3         5         
Vardas811   Pavarde811  4         1         0         4         5         2         1         0         2         4         10        
Vardas812   Pavarde812  3         8         4         9         7         0         3         3         3         10        9         
Vardas813   Pavarde813  5         5         4         6         10        2         5         3         10        5         9         
Vardas814   Pavarde814  5         9         10        7         4         5         9         10        4         5         5         
Vardas815   Pavarde815  7         4         4         10        8         10        7         3         8         0         4         
Vardas816   Pavarde816  4         5         2         4         2         4         1         10        4         0         9         
Vardas817   Pavarde817  9         5         9         10        7         3         7         3         7         8         2         
Vardas818   Pavarde818  1         10        9         2         6         9         6         6         9         5         9         
Vardas819   Pavarde819  0         1         9         0         4         5         5         6         0         4         9         
Vardas820   Pavarde820  4         3         4         0         3         10        6         3         3         4         0         
Vardas821   Pavarde821  0         1         10        6         0         9         0         4         2         3         5         
Vardas822   Pavarde822  9         5         8         1         0         8         2         6         5         1         9         
Vardas823   Pavarde823  10        3         4         1         10        5         0         9         5         9         6         
Vardas824   Pavarde824  5         1         8         7         4         10        10        1         7         6         4         
Vardas825   Pavarde825  1         0         7         6         9         8         5         10        4         3         7         
Vardas826   Pavarde826  10        10        0         5         10        5         0         4         7         9         1         
Vardas827   Pavarde827  9         3         6         1         1         3         8         5         3         0         9         
Vardas828   Pavarde828  9         2         3         8         7         10        8         8         0         2         8         
Vardas829   Pavarde829  3         5         2         1         6         7         6         9         6         9         6         
Vardas830   Pavarde830  10        5         6         10        7         6         1         9         3         3         2         
Vardas831   Pavarde831  1         9         8         5         10        6         10        9         3         3         9         
Vardas832   Pavarde832  8         4         8         8         4         1         1         3         9         9         1         
Vardas833   Pavarde833  9         9         8         4         8         2         8         2         6         3         0         
Vardas834   Pavarde834  1         8         0         1         0         0         1         4         10        10        7         
Vardas835   Pavarde835  2         4         9         3         3         6         6         3         7         7         2         
Vardas836   Pavarde836  7         2         3         10        2         7         10        5         3         7         4         
Vardas837   Pavarde837  7         9         2         4         6         10        0         0         0         8         2         
Vardas838   Pavarde838  6         0         3         5         6         8         6         8         5         6         4         
Vardas839   Pavarde839  2         6         4         9         2         5         9         7         2         2         6         
Vardas840   Pavarde840  0         2         10        8         9         5         3         4         8         0         6         
Vardas841   Pavarde841  3         5         5         10        3         1         9         0         10        8         9         
Vardas842   Pavarde842  6         4         0         9         4         3         5         9         5         4         4         
Vardas843   Pavarde843  10        8         10        9         9         1         4         6         8         7         8         
Vardas844   Pavarde844  2         0         9         8         4         0         2         3         4         5         2         
Vardas845   Pavarde845  1         6         6         4         9         6         1         6         9         0         2         
Vardas846   Pavarde846  8         1         0         3         8         2         2         5         7         3         8         
Vardas847   Pavarde847  2         7         5         10        5         9         7         2         5         7         1         
Vardas848   Pavarde848  5         1         8         10        4         7         0         1         10        1         7         
Vardas849   Pavarde849  9         6         9         1         0         5         7         6         0         3         5         
Vardas850   Pavarde850  1         8         5         6         6         9         0         7         3         3         9         
Vardas851   Pavarde851  1         9         6         8         5         10        9         5         0         1         1         
Vardas852   Pavarde852  5         1         5         2         9         7         0         6         6         2         6         
Vardas853   Pavarde853  0         8         0         0         9         10        2         2         0         10        6         
Vardas854   Pavarde854  9         0         1         8         5         9         1         3         7         1         3         
Vardas855   Pavarde855  4         2         9         2         6         5         3         0         3         3         3         
Vardas856   Pavarde856  7         8         5         7         10        10        5         5         9         6         6         
Vardas857   Pavarde857  2         9         8         4         9         0         8         4         10        2         7         
Vardas858   Pavarde858  3         2         1         3         6         5         5         7         2         1         3         
Vardas859   Pavarde859  8         1         0         6         6         5         7         0         7         10        6         
Vardas860   Pavarde860  5         0         7         9         9         4         7         7         10        8         10        
Vardas861   Pavarde861  2         8         3         3         5         4         5         4         7         6         3         
Vardas862   Pavarde862  2         8         7         6         4         8         10        3         6         8         4         
Vardas863   Pavarde863  5         7         3         1         3         4         3         9         2         6         9         
Vardas864   Pavarde864  10        7         8         6         0         1         6         0         7         1         4         
Vardas865   Pavarde865  7         9         8         3         8         2         6         0         3         5         1         
Vardas866   Pavarde866  0         0         7         10        2         0         9         10        4         6         1         
Vardas867   Pavarde867  5         10        0         0         3         4         4         10        10        7         5         
Vardas868   Pavarde868  6         2         6         9         5         1         4         6         2         1         8         
Vardas869   Pavarde869  6         2         8         0         8         4         3         3         1         9         4         
Vardas870   Pavarde870  5         2         7         9         3         1         5         5         4         1         4         
Vardas871   Pavarde871  2         5         9         3         8         1         2         8         0         3         5         
Vardas872   Pavarde872  6         10        2         4         8         5         10        5         2         8         1         
Vardas873   Pavarde873  1         9         9         6         10        0         2         3         9         0         4         
Vardas874   Pavarde874  2         9         8         4         0         6         8         4         4         7         9         
Vardas875   Pavarde875  0         2         8         7         3         5         7         8         6         2         1         
Vardas876   Pavarde876  0         5         3         2         9         2         3         8         2         3         1         
Vardas877   Pavarde877  8         7         3         1         10        6         2         1         3         1         9         
Vardas878   Pavarde878  2         2         2         4         0         6         8         10        0         0         4         
Vardas879   Pavarde879  4         6         10        8         6         9         2         7         10        4         5         
Vardas880   Pavarde880  0         10        1         10        0         7         8         3         4         5         3         
Vardas881   Pavarde881  10        5         9         2         0         0         1         9         5         6         2         
Vardas882   Pavarde882  1         0         5         8         7         0         7         4         3         10        10        
Vardas883   Pavarde883  9         5         7         6         0         2         9         2         8         1         4         
Vardas884   Pavarde884  9         10        0         1         10        6         4         10        9         9         8         
Vardas885   Pavarde885  4         7         10        7         6         10        1         5         9         7         0         
Vardas886   Pavarde886  6         7         3         7         5         6         6         6         8         0         6         
Vardas887   Pavarde887  2         7         5         8         1         8         0         0         6         8         2         
Vardas888   Pavarde888  3         5         6         5         8         7         7         2         6         5         8         
Vardas889   Pavarde889  10        9         6         10        8         4         2         6         8         1         3         
Vardas890   Pavarde890  10        1         7         5         3         3         6         7         8         4         5         
Vardas891   Pavarde891  9         8         2         2         9         5         7         9         6         0         1         
Vardas892   Pavarde892  5         7         5         10        8         8         0         1         10        1         8         
Vardas893   Pavarde893  4         1         2         9         1         6         9         8         5         1         6         
Vardas894   Pavarde894  6         5         10        7         5         10        3         6         4         0         0         
Vardas895   Pavarde895  1         3         4         6         0         4         1         10        9         5         4         
Vardas896   Pavarde896  8         2         5         0         7         9         0         8         7         9         3         
Vardas897   Pavarde897  2         10        5         7         10        2         8         5         1         0         4         
Vardas898   Pavarde898  7         6         5         7         8         3         4         9         8         9         2         
Vardas899   Pavarde899  6         6         4         1         7         1         9         1         7         10        4         
Vardas900   Pavarde900  2         7         4         1         4         4         1         4         3         2         7         
Vardas901   Pavarde901  8         4         10        1         3         5         7         7         1         2         7         
Vardas902   Pavarde902  1         7         6         7         1         4         10        6         3         10        9         
Vardas903   Pavarde903  9         3         4         7         4         6         0         8         3         1         1         
Vardas904   Pavarde904  1         8         3         7         9         1         5         1         5         10        9         
Vardas905   Pavarde905  0         8         2         3         4         6         0         1         6         10        0         
Vardas906   Pavarde906  6         2         9         5         3         1         5         9         8         1         8         
Vardas907   Pavarde907  9         8         1         7         1         0         5         1         4         8         1         
Vardas908   Pavarde908  5         0         4         6         8         10        0         3         0         3         5         
Vardas909   Pavarde909  2         9         9         3         9         3         0         4         7         4         5         
Vardas910   Pavarde910  2         0         9         0         3         6         10        6         2         10        4         
Vardas911   Pavarde911  1         4         5         0         2         3         8         3         10        9         9         
Vardas912   Pavarde912  8         9         7         10        5         6         1         1         2         1         9         
Vardas913   Pavarde913  2         8         2         9         2         0         1         7         0         9         5         
Vardas914   Pavarde914  8         9         0         1         4         8         3         7         7         10        8         
Vardas915   Pavarde915  0         1         7         2         10        7         6         6         4         9         10        
Vardas916   Pavarde916  6         4         1         6         8         0         5         3         4         6         10        
Vardas917   Pavarde917  3         9         2         1         10        6         1         3         8         0         2         
Vardas918   Pavarde918  5         10        0         3         7         3         8         10        1         7         8         
Vardas919   Pavarde919  4         4         5         3         4         6         2         6         9         1         5         
Vardas920   Pavarde920  2         2         6         3         9         3         7         9         1         2         1         
Vardas921   Pavarde921  7         1         9         6         2         4         1         9         9         6         4         
Vardas922   Pavarde922  1         2         0         7         10        8         4         2         9         10        1         
Vardas923   Pavarde923  8         7         0         8         6         7         6         1         4         6         7         
Vardas924   Pavarde924  4         9         8         4         9         9         4         0         10        8         10        
Vardas925   Pavarde925  2         6         2         6         3         4         6         7         2         10        4         
Vardas926   Pavarde926  8         2         4         1         10        5         7         0         10        0         10        
Vardas927   Pavarde927  10        2         10        10        10        5         3         0         9         1         8         
Vardas928   Pavarde928  4         1         9         8         8         2         7         10        7         0         5         
Vardas929   Pavarde929  0         4         8         2         9         6         1         3         3         0         0         
Vardas930   Pavarde930  2         8         6         8         4         2         0         6         1         5         10        
Vardas931   Pavarde931  0         3         2         2         6         4         3         7         6         0         5         
Vardas932   Pavarde932  0         4         6         0         3         0         5         6         1         1         4         
Vardas933   Pavarde933  10        3         5         5         0         5         10        5         6         4         5         
Vardas934   Pavarde934  3         8         1         2         5         0         5         7         7         7         3         
Vardas935   Pavarde935  0         5         3         9         4         3         4         3         4         6         4         
Vardas936   Pavarde936  2         1         8         0         5         0         8         3         3         7         10        
Vardas937   Pavarde937  5         6         2         0         4         5         4         4         5         7         0         
Vardas938   Pavarde938  10        1         10        0         5         9         3         5         0         10        4         
Vardas939   Pavarde939  2         1         3         10        4         2         10        7         6         4         2         
Vardas940   Pavarde940  0         5         7         9         2         7         10        1         1         9         10        
Vardas941   Pavarde941  5         8         8         2         2         7         1         6         4         10        0         
Vardas942   Pavarde942  4         4         2         5         7         9         6         7         2         0         5         
Vardas943   Pavarde943  3         0         6         5         4         0         3         5         3         0         10        
Vardas944   Pavarde944  2         2         8         6         2         0         10        7         2         8         1         
Vardas945   Pavarde945  10        2         3         4         1         2         5         4         8         10        4         
Vardas946   Pavarde946  4         2         0         8         3         2         9         3         0         4         5         
Vardas947   Pavarde947  5         4         2         4         6         5         7         3         0         8         7         
Vardas948   Pavarde948  5         9         9         9         7         10        3         5         7         5         0         
Vardas949   Pavarde949  8         8         1         0         3         1         1         2         0         10        5         
Vardas950   Pavarde950  0         1         5         10        1         0         9         3         7         3         1         
Vardas951   Pavarde951  6         9         3         3         10        4         8         4         5         0         7         
Vardas952   Pavarde952  6         1         4         9         7         1         0         1         0         10        4         
Vardas953   Pavarde953  6         2         9         6         6         2         10        10        2         0         8         
Vardas954   Pavarde954  8         6         6         10        8         7         8         6         4         1         5         
Vardas955   Pavarde955  5         7         3         8         9         5         7         10        1         2         4         
Vardas956   Pavarde956  7         1         2         0         1         9         5         2         5         4         1         
Vardas957   Pavarde957  8         0         2         7         9         0         2         8         2         8         3         
Vardas958   Pavarde958  4         9         9         3         8         9         6         2         10        10        1         
Vardas959   Pavarde959  6         10        10        1         6         3         5         4         1         8         10        
Vardas960   Pavarde960  2         7         10        1         8         0         8         3         6         7         6         
Vardas961   Pavarde961  10        2         4         3         5         2         10        10        8         8         7         
Vardas962   Pavarde962  6         1         3         5         10        8         3         4         9         10        8         
Vardas963   Pavarde963  10        3         1         2         8         9         3         4         4         8         4         
Vardas964   Pavarde964  8         4         1         8         10        10        3         4         9         8         6         
Vardas965   Pavarde965  1         2         7         9         4         3         5         1         0         5         4         
Vardas966   Pavarde966  3         10        3         6         5         4         6         9         5         9         7         
Vardas967   Pavarde967  10        6         6         4         3         2         2         10        4         6         5         
Vardas968   Pavarde968  0         10        6         10        0         9         5         10        4         2         7         
Vardas969   Pavarde969  7         6         8         5         8         6         1         9         2         2         5         
Vardas970   Pavarde970  2         10        5         1         5         5         5         8         8         10        8         
Vardas971   Pavarde971  9         2         7         10        6         0         7         3         2         3         4         
Vardas972   Pavarde972  1         8         3         4         1         2         0         7         9         4         9         
Vardas973   Pavarde973  6         3         10        7         8         3         8         5         8         6         5         
Vardas974   Pavarde974  8         0         10        6         7         0         4         10        5         5         6         
Vardas975   Pavarde975  5         2         3         10        7         10        3         9         4         0         6         
Vardas976   Pavarde976  10        3         5         4         8         9         5         7         10        0         1         
Vardas977   Pavarde977  3         5         0         2         1         9         6         2         8         2         6         
Vardas978   Pavarde978  4         3         9         7         6         3         10        1         0         7         7         
Vardas979   Pavarde979  4         3         7         0         4         10        10        10        10        1         9         
Vardas980   Pavarde980  6         7         10        6         7         1         4         4         10        4         0         
Vardas981   Pavarde981  6         7         5         4         6         6         0         1         8         8         8         
Vardas982   Pavarde982  2         7         9         4         2         2         0         8         3         9         1         
Vardas983   Pavarde983  10        5         2         6         4         6         3         1         3         8         10        
Vardas984   Pavarde984  4         7         0         1         8         10        6         5         6         1         6         
Vardas985   Pavarde985  0         3         7         1         7         10        6         10        7         1         9         
Vardas986   Pavarde986  0         9         9         6         3         7         9         9         3         3         2         
Vardas987   Pavarde987  8         8         10        10        0         0         8         7         9         0         6         
Vardas988   Pavarde988  3         6         7         8         3         2         6         3         6         7         7         
Vardas989   Pavarde989  2         10        0         8         0         9         9         3         4         2         0         
Vardas990   Pavarde990  8         1         4         4         4         2         6         8         6         9         3         
Vardas991   Pavarde991  3         5         0         7         0         0         2         10        5         2         0         
Vardas992   Pavarde992  6         5         5         9         3         5         2         2         8         3         0         
Vardas993   Pavarde993  4         8         4         2         6         10        7         7         7         4         8         
Vardas994   Pavarde994  3         5         10        6         5         2         3         1         7         9         5         
Vardas995   Pavarde995  5         2         6         10        9         0         4         1         1         6         7         
Vardas996   Pavarde996  6         0         10        5         6         0         8         4         1         7         4         
Vardas997   Pavarde997  5         2         7         6         10        3         1         4         5         5         4         
Vardas998   Pavarde998  0         4         2         4         3         10        10        10        10        9         8         
Vardas999   Pavarde999  0         9         5         5         9         4         10        8         1         1         4         
Vardas1000  Pavarde1000 2         0         0         9         2         8         1         4         4         2         5         
